id_data,data_pregao
2893,2011-09-02
2894,2011-09-05
2895,2011-09-06
2896,2011-09-08
2897,2011-09-09
2898,2011-09-12
2899,2011-09-13
2900,2011-09-14
2901,2011-09-15
2902,2011-09-16
2903,2011-09-19
2904,2011-09-20
2905,2011-09-21
2906,2011-09-22
2907,2011-09-23
2908,2011-09-26
2909,2011-09-27
2910,2011-09-28
2911,2011-09-29
2912,2011-09-30
2913,2011-10-03
2914,2011-10-04
2915,2011-10-05
2916,2011-10-06
2917,2011-10-07
2918,2011-10-10
2919,2011-10-11
2920,2011-10-13
2921,2011-10-14
2922,2011-10-17
2923,2011-10-18
2924,2011-10-19
2925,2011-10-20
2926,2011-10-21
2927,2011-10-24
2928,2011-10-25
2929,2011-10-26
2930,2011-10-27
2931,2011-10-28
2932,2011-10-31
2933,2011-11-01
2934,2011-11-03
2935,2011-11-04
2936,2011-11-07
2937,2011-11-08
2938,2011-11-09
2939,2011-11-10
2940,2011-11-11
2941,2011-11-14
2942,2011-11-16
2943,2011-11-17
2944,2011-11-18
2945,2011-11-21
2946,2011-11-22
2947,2011-11-23
2948,2011-11-24
2949,2011-11-25
2950,2011-11-28
2951,2011-11-29
2952,2011-11-30
2953,2011-12-01
2954,2011-12-02
2955,2011-12-05
2956,2011-12-06
2957,2011-12-07
2958,2011-12-08
2959,2011-12-09
2960,2011-12-12
2961,2011-12-13
2962,2011-12-14
2963,2011-12-15
2964,2011-12-16
2965,2011-12-19
2966,2011-12-20
2967,2011-12-21
2968,2011-12-22
2969,2011-12-23
2970,2011-12-26
2971,2011-12-27
2972,2011-12-28
2973,2011-12-29
2974,2012-01-02
2975,2012-01-03
2976,2012-01-04
2977,2012-01-05
2978,2012-01-06
2979,2012-01-09
2980,2012-01-10
2981,2012-01-11
2982,2012-01-12
2983,2012-01-13
2984,2012-01-16
2985,2012-01-17
2986,2012-01-18
2987,2012-01-19
2988,2012-01-20
2989,2012-01-23
2990,2012-01-24
2991,2012-01-26
2992,2012-01-27
2993,2012-01-30
2994,2012-01-31
2995,2012-02-01
2996,2012-02-02
2997,2012-02-03
2998,2012-02-06
2999,2012-02-07
3000,2012-02-08
3001,2012-02-09
3002,2012-02-10
3003,2012-02-13
3004,2012-02-14
3005,2012-02-15
3006,2012-02-16
3007,2012-02-17
3008,2012-02-22
3009,2012-02-23
3010,2012-02-24
3011,2012-02-27
3012,2012-02-28
3013,2012-02-29
3014,2012-03-01
3015,2012-03-02
3016,2012-03-05
3017,2012-03-06
3018,2012-03-07
3019,2012-03-08
3020,2012-03-09
3021,2012-03-12
3022,2012-03-13
3023,2012-03-14
3024,2012-03-15
3025,2012-03-16
3026,2012-03-19
3027,2012-03-20
3028,2012-03-21
3029,2012-03-22
3030,2012-03-23
3031,2012-03-26
3032,2012-03-27
3033,2012-03-28
3034,2012-03-29
3035,2012-03-30
3036,2012-04-02
3037,2012-04-03
3038,2012-04-04
3039,2012-04-05
3040,2012-04-09
3041,2012-04-10
3042,2012-04-11
3043,2012-04-12
3044,2012-04-13
3045,2012-04-16
3046,2012-04-17
3047,2012-04-18
3048,2012-04-19
3049,2012-04-20
3050,2012-04-23
3051,2012-04-24
3052,2012-04-25
3053,2012-04-26
3054,2012-04-27
3055,2012-04-30
3056,2012-05-02
3057,2012-05-03
3058,2012-05-04
3059,2012-05-07
3060,2012-05-08
3061,2012-05-09
3062,2012-05-10
3063,2012-05-11
3064,2012-05-14
3065,2012-05-15
3066,2012-05-16
3067,2012-05-17
3068,2012-05-18
3069,2012-05-21
3070,2012-05-22
3071,2012-05-23
3072,2012-05-24
3073,2012-05-25
3074,2012-05-28
3075,2012-05-29
3076,2012-05-30
3077,2012-05-31
3078,2012-06-01
3079,2012-06-04
3080,2012-06-05
3081,2012-06-06
3082,2012-06-08
3083,2012-06-11
3084,2012-06-12
3085,2012-06-13
3086,2012-06-14
3087,2012-06-15
3088,2012-06-18
3089,2012-06-19
3090,2012-06-20
3091,2012-06-21
3092,2012-06-22
3093,2012-06-25
3094,2012-06-26
3095,2012-06-27
3096,2012-06-28
3097,2012-06-29
3098,2012-07-02
3099,2012-07-03
3100,2012-07-04
3101,2012-07-05
3102,2012-07-06
3103,2012-07-10
3104,2012-07-11
3105,2012-07-12
3106,2012-07-13
3107,2012-07-16
3108,2012-07-17
3109,2012-07-18
3110,2012-07-19
3111,2012-07-20
3112,2012-07-23
3113,2012-07-24
3114,2012-07-25
3115,2012-07-26
3116,2012-07-27
3117,2012-07-30
3118,2012-07-31
3119,2012-08-01
3120,2012-08-02
3121,2012-08-03
3122,2012-08-06
3123,2012-08-07
3124,2012-08-08
3125,2012-08-09
3126,2012-08-10
3127,2012-08-13
3128,2012-08-14
3129,2012-08-15
3130,2012-08-16
3131,2012-08-17
3132,2012-08-20
3133,2012-08-21
3134,2012-08-22
3135,2012-08-23
3136,2012-08-24
3137,2012-08-27
3138,2012-08-28
3139,2012-08-29
3140,2012-08-30
3141,2012-08-31
3142,2012-09-03
3143,2012-09-04
3144,2012-09-05
3145,2012-09-06
3146,2012-09-10
3147,2012-09-11
3148,2012-09-12
3149,2012-09-13
3150,2012-09-14
3151,2012-09-17
3152,2012-09-18
3153,2012-09-19
3154,2012-09-20
3155,2012-09-21
3156,2012-09-24
3157,2012-09-25
3158,2012-09-26
3159,2012-09-27
3160,2012-09-28
3161,2012-10-01
3162,2012-10-02
3163,2012-10-03
3164,2012-10-04
3165,2012-10-05
3166,2012-10-08
3167,2012-10-09
3168,2012-10-10
3169,2012-10-11
3170,2012-10-15
3171,2012-10-16
3172,2012-10-17
3173,2012-10-18
3174,2012-10-19
3175,2012-10-22
3176,2012-10-23
3177,2012-10-24
3178,2012-10-25
3179,2012-10-26
3180,2012-10-29
3181,2012-10-30
3182,2012-10-31
3183,2012-11-01
3184,2012-11-05
3185,2012-11-06
3186,2012-11-07
3187,2012-11-08
3188,2012-11-09
3189,2012-11-12
3190,2012-11-13
3191,2012-11-14
3192,2012-11-16
3193,2012-11-19
3194,2012-11-21
3195,2012-11-22
3196,2012-11-23
3197,2012-11-26
3198,2012-11-27
3199,2012-11-28
3200,2012-11-29
3201,2012-11-30
3202,2012-12-03
3203,2012-12-04
3204,2012-12-05
3205,2012-12-06
3206,2012-12-07
3207,2012-12-10
3208,2012-12-11
3209,2012-12-12
3210,2012-12-13
3211,2012-12-14
3212,2012-12-17
3213,2012-12-18
3214,2012-12-19
3215,2012-12-20
3216,2012-12-21
3217,2012-12-26
3218,2012-12-27
3219,2012-12-28
3220,2013-01-02
3221,2013-01-03
3222,2013-01-04
3223,2013-01-07
3224,2013-01-08
3225,2013-01-09
3226,2013-01-10
3227,2013-01-11
3228,2013-01-14
3229,2013-01-15
3230,2013-01-16
3231,2013-01-17
3232,2013-01-18
3233,2013-01-21
3234,2013-01-22
3235,2013-01-23
3236,2013-01-24
3237,2013-01-28
3238,2013-01-29
3239,2013-01-30
3240,2013-01-31
3241,2013-02-01
3242,2013-02-04
3243,2013-02-05
3244,2013-02-06
3245,2013-02-07
3246,2013-02-08
3247,2013-02-13
3248,2013-02-14
3249,2013-02-15
3250,2013-02-18
3251,2013-02-19
3252,2013-02-20
3253,2013-02-21
3254,2013-02-22
3255,2013-02-25
3256,2013-02-26
3257,2013-02-27
3258,2013-02-28
3259,2013-03-01
3260,2013-03-04
3261,2013-03-05
3262,2013-03-06
3263,2013-03-07
3264,2013-03-08
3265,2013-03-11
3266,2013-03-12
3267,2013-03-13
3268,2013-03-14
3269,2013-03-15
3270,2013-03-18
3271,2013-03-19
3272,2013-03-20
3273,2013-03-21
3274,2013-03-22
3275,2013-03-25
3276,2013-03-26
3277,2013-03-27
3278,2013-03-28
3279,2013-04-01
3280,2013-04-02
3281,2013-04-03
3282,2013-04-04
3283,2013-04-05
3284,2013-04-08
3285,2013-04-09
3286,2013-04-10
3287,2013-04-11
3288,2013-04-12
3289,2013-04-15
3290,2013-04-16
3291,2013-04-17
3292,2013-04-18
3293,2013-04-19
3294,2013-04-22
3295,2013-04-23
3296,2013-04-24
3297,2013-04-25
3298,2013-04-26
3299,2013-04-29
3300,2013-04-30
3301,2013-05-02
3302,2013-05-03
3303,2013-05-06
3304,2013-05-07
3305,2013-05-08
3306,2013-05-09
3307,2013-05-10
3308,2013-05-13
3309,2013-05-14
3310,2013-05-15
3311,2013-05-16
3312,2013-05-17
3313,2013-05-20
3314,2013-05-21
3315,2013-05-22
3316,2013-05-23
3317,2013-05-24
3318,2013-05-27
3319,2013-05-28
3320,2013-05-29
3321,2013-05-31
3322,2013-06-03
3323,2013-06-04
3324,2013-06-05
3325,2013-06-06
3326,2013-06-07
3327,2013-06-10
3328,2013-06-11
3329,2013-06-12
3330,2013-06-13
3331,2013-06-14
3332,2013-06-17
3333,2013-06-18
3334,2013-06-19
3335,2013-06-20
3336,2013-06-21
3337,2013-06-24
3338,2013-06-25
3339,2013-06-26
3340,2013-06-27
3341,2013-06-28
3342,2013-07-01
3343,2013-07-02
3344,2013-07-03
3345,2013-07-04
3346,2013-07-05
3347,2013-07-08
3348,2013-07-10
3349,2013-07-11
3350,2013-07-12
3351,2013-07-15
3352,2013-07-16
3353,2013-07-17
3354,2013-07-18
3355,2013-07-19
3356,2013-07-22
3357,2013-07-23
3358,2013-07-24
3359,2013-07-25
3360,2013-07-26
3361,2013-07-29
3362,2013-07-30
3363,2013-07-31
3364,2013-08-01
3365,2013-08-02
3366,2013-08-05
3367,2013-08-06
3368,2013-08-07
3369,2013-08-08
3370,2013-08-09
3371,2013-08-12
3372,2013-08-13
3373,2013-08-14
3374,2013-08-15
3375,2013-08-16
3376,2013-08-19
3377,2013-08-20
3378,2013-08-21
3379,2013-08-22
3380,2013-08-23
3381,2013-08-26
3382,2013-08-27
3383,2013-08-28
3384,2013-08-29
3385,2013-08-30
3386,2013-09-02
3387,2013-09-03
3388,2013-09-04
3389,2013-09-05
3390,2013-09-06
3391,2013-09-09
3392,2013-09-10
3393,2013-09-11
3394,2013-09-12
3395,2013-09-13
3396,2013-09-16
3397,2013-09-17
3398,2013-09-18
3399,2013-09-19
3400,2013-09-20
3401,2013-09-23
3402,2013-09-24
3403,2013-09-25
3404,2013-09-26
3405,2013-09-27
3406,2013-09-30
3407,2013-10-01
3408,2013-10-02
3409,2013-10-03
3410,2013-10-04
3411,2013-10-07
3412,2013-10-08
3413,2013-10-09
3414,2013-10-10
3415,2013-10-11
3416,2013-10-14
3417,2013-10-15
3418,2013-10-16
3419,2013-10-17
3420,2013-10-18
3421,2013-10-21
3422,2013-10-22
3423,2013-10-23
3424,2013-10-24
3425,2013-10-25
3426,2013-10-28
3427,2013-10-29
3428,2013-10-30
3429,2013-10-31
3430,2013-11-01
3431,2013-11-04
3432,2013-11-05
3433,2013-11-06
3434,2013-11-07
3435,2013-11-08
3436,2013-11-11
3437,2013-11-12
3438,2013-11-13
3439,2013-11-14
3440,2013-11-18
3441,2013-11-19
3442,2013-11-21
3443,2013-11-22
3444,2013-11-25
3445,2013-11-26
3446,2013-11-27
3447,2013-11-28
3448,2013-11-29
3449,2013-12-02
3450,2013-12-03
3451,2013-12-04
3452,2013-12-05
3453,2013-12-06
3454,2013-12-09
3455,2013-12-10
3456,2013-12-11
3457,2013-12-12
3458,2013-12-13
3459,2013-12-16
3460,2013-12-17
3461,2013-12-18
3462,2013-12-19
3463,2013-12-20
3464,2013-12-23
3465,2013-12-26
3466,2013-12-27
3467,2013-12-30
3468,2014-01-02
3469,2014-01-03
3470,2014-01-06
3471,2014-01-07
3472,2014-01-08
3473,2014-01-09
3474,2014-01-10
3475,2014-01-13
3476,2014-01-14
3477,2014-01-15
3478,2014-01-16
3479,2014-01-17
3480,2014-01-20
3481,2014-01-21
3482,2014-01-22
3483,2014-01-23
3484,2014-01-24
3485,2014-01-27
3486,2014-01-28
3487,2014-01-29
3488,2014-01-30
3489,2014-01-31
3490,2014-02-03
3491,2014-02-04
3492,2014-02-05
3493,2014-02-06
3494,2014-02-07
3495,2014-02-10
3496,2014-02-11
3497,2014-02-12
3498,2014-02-13
3499,2014-02-14
3500,2014-02-17
3501,2014-02-18
3502,2014-02-19
3503,2014-02-20
3504,2014-02-21
3505,2014-02-24
3506,2014-02-25
3507,2014-02-26
3508,2014-02-27
3509,2014-02-28
3510,2014-03-05
3511,2014-03-06
3512,2014-03-07
3513,2014-03-10
3514,2014-03-11
3515,2014-03-12
3516,2014-03-13
3517,2014-03-14
3518,2014-03-17
3519,2014-03-18
3520,2014-03-19
3521,2014-03-20
3522,2014-03-21
3523,2014-03-24
3524,2014-03-25
3525,2014-03-26
3526,2014-03-27
3527,2014-03-28
3528,2014-03-31
3529,2014-04-01
3530,2014-04-02
3531,2014-04-03
3532,2014-04-04
3533,2014-04-07
3534,2014-04-08
3535,2014-04-09
3536,2014-04-10
3537,2014-04-11
3538,2014-04-14
3539,2014-04-15
3540,2014-04-16
3541,2014-04-17
3542,2014-04-22
3543,2014-04-23
3544,2014-04-24
3545,2014-04-25
3546,2014-04-28
3547,2014-04-29
3548,2014-04-30
3549,2014-05-02
3550,2014-05-05
3551,2014-05-06
3552,2014-05-07
3553,2014-05-08
3554,2014-05-09
3555,2014-05-12
3556,2014-05-13
3557,2014-05-14
3558,2014-05-15
3559,2014-05-16
3560,2014-05-19
3561,2014-05-20
3562,2014-05-21
3563,2014-05-22
3564,2014-05-23
3565,2014-05-26
3566,2014-05-27
3567,2014-05-28
3568,2014-05-29
3569,2014-05-30
3570,2014-06-02
3571,2014-06-03
3572,2014-06-04
3573,2014-06-05
3574,2014-06-06
3575,2014-06-09
3576,2014-06-10
3577,2014-06-11
3578,2014-06-13
3579,2014-06-16
3580,2014-06-17
3581,2014-06-18
3582,2014-06-20
3583,2014-06-23
3584,2014-06-24
3585,2014-06-25
3586,2014-06-26
3587,2014-06-27
3588,2014-06-30
3589,2014-07-01
3590,2014-07-02
3591,2014-07-03
3592,2014-07-04
3593,2014-07-07
3594,2014-07-08
3595,2014-07-10
3596,2014-07-11
3597,2014-07-14
3598,2014-07-15
3599,2014-07-16
3600,2014-07-17
3601,2014-07-18
3602,2014-07-21
3603,2014-07-22
3604,2014-07-23
3605,2014-07-24
3606,2014-07-25
3607,2014-07-28
3608,2014-07-29
3609,2014-07-30
3610,2014-07-31
3611,2014-08-01
3612,2014-08-04
3613,2014-08-05
3614,2014-08-06
3615,2014-08-07
3616,2014-08-08
3617,2014-08-11
3618,2014-08-12
3619,2014-08-13
3620,2014-08-14
3621,2014-08-15
3622,2014-08-18
3623,2014-08-19
3624,2014-08-20
3625,2014-08-21
3626,2014-08-22
3627,2014-08-25
3628,2014-08-26
3629,2014-08-27
3630,2014-08-28
3631,2014-08-29
3632,2014-09-01
3633,2014-09-02
3634,2014-09-03
3635,2014-09-04
3636,2014-09-05
3637,2014-09-08
3638,2014-09-09
3639,2014-09-10
3640,2014-09-11
3641,2014-09-12
3642,2014-09-15
3643,2014-09-16
3644,2014-09-17
3645,2014-09-18
3646,2014-09-19
3647,2014-09-22
3648,2014-09-23
3649,2014-09-24
3650,2014-09-25
3651,2014-09-26
3652,2014-09-29
3653,2014-09-30
3654,2014-10-01
3655,2014-10-02
3656,2014-10-03
3657,2014-10-06
3658,2014-10-07
3659,2014-10-08
3660,2014-10-09
3661,2014-10-10
3662,2014-10-13
3663,2014-10-14
3664,2014-10-15
3665,2014-10-16
3666,2014-10-17
3667,2014-10-20
3668,2014-10-21
3669,2014-10-22
3670,2014-10-23
3671,2014-10-24
3672,2014-10-27
3673,2014-10-28
3674,2014-10-29
3675,2014-10-30
3676,2014-10-31
3677,2014-11-03
3678,2014-11-04
3679,2014-11-05
3680,2014-11-06
3681,2014-11-07
3682,2014-11-10
3683,2014-11-11
3684,2014-11-12
3685,2014-11-13
3686,2014-11-14
3687,2014-11-17
3688,2014-11-18
3689,2014-11-19
3690,2014-11-21
3691,2014-11-24
3692,2014-11-25
3693,2014-11-26
3694,2014-11-27
3695,2014-11-28
3696,2014-12-01
3697,2014-12-02
3698,2014-12-03
3699,2014-12-04
3700,2014-12-05
3701,2014-12-08
3702,2014-12-09
3703,2014-12-10
3704,2014-12-11
3705,2014-12-12
3706,2014-12-15
3707,2014-12-16
3708,2014-12-17
3709,2014-12-18
3710,2014-12-19
3711,2014-12-22
3712,2014-12-23
3713,2014-12-26
3714,2014-12-29
3715,2014-12-30
3716,2015-01-02
3717,2015-01-05
3718,2015-01-06
3719,2015-01-07
3720,2015-01-08
3721,2015-01-09
3722,2015-01-12
3723,2015-01-13
3724,2015-01-14
3725,2015-01-15
3726,2015-01-16
3727,2015-01-19
3728,2015-01-20
3729,2015-01-21
3730,2015-01-22
3731,2015-01-23
3732,2015-01-26
3733,2015-01-27
3734,2015-01-28
3735,2015-01-29
3736,2015-01-30
3737,2015-02-02
3738,2015-02-03
3739,2015-02-04
3740,2015-02-05
3741,2015-02-06
3742,2015-02-09
3743,2015-02-10
3744,2015-02-11
3745,2015-02-12
3746,2015-02-13
3747,2015-02-18
3748,2015-02-19
3749,2015-02-20
3750,2015-02-23
3751,2015-02-24
3752,2015-02-25
3753,2015-02-26
3754,2015-02-27
3755,2015-03-02
3756,2015-03-03
3757,2015-03-04
3758,2015-03-05
3759,2015-03-06
3760,2015-03-09
3761,2015-03-10
3762,2015-03-11
3763,2015-03-12
3764,2015-03-13
3765,2015-03-16
3766,2015-03-17
3767,2015-03-18
3768,2015-03-19
3769,2015-03-20
3770,2015-03-23
3771,2015-03-24
3772,2015-03-25
3773,2015-03-26
3774,2015-03-27
3775,2015-03-30
3776,2015-03-31
3777,2015-04-01
3778,2015-04-02
3779,2015-04-06
3780,2015-04-07
3781,2015-04-08
3782,2015-04-09
3783,2015-04-10
3784,2015-04-13
3785,2015-04-14
3786,2015-04-15
3787,2015-04-16
3788,2015-04-17
3789,2015-04-20
3790,2015-04-22
3791,2015-04-23
3792,2015-04-24
3793,2015-04-27
3794,2015-04-28
3795,2015-04-29
3796,2015-04-30
3797,2015-05-04
3798,2015-05-05
3799,2015-05-06
3800,2015-05-07
3801,2015-05-08
3802,2015-05-11
3803,2015-05-12
3804,2015-05-13
3805,2015-05-14
3806,2015-05-15
3807,2015-05-18
3808,2015-05-19
3809,2015-05-20
3810,2015-05-21
3811,2015-05-22
3812,2015-05-25
3813,2015-05-26
3814,2015-05-27
3815,2015-05-28
3816,2015-05-29
3817,2015-06-01
3818,2015-06-02
3819,2015-06-03
3820,2015-06-05
3821,2015-06-08
3822,2015-06-09
3823,2015-06-10
3824,2015-06-11
3825,2015-06-12
3826,2015-06-15
3827,2015-06-16
3828,2015-06-17
3829,2015-06-18
3830,2015-06-19
3831,2015-06-22
3832,2015-06-23
3833,2015-06-24
3834,2015-06-25
3835,2015-06-26
3836,2015-06-29
3837,2015-06-30
3838,2015-07-01
3839,2015-07-02
3840,2015-07-03
3841,2015-07-06
3842,2015-07-07
3843,2015-07-08
3844,2015-07-10
3845,2015-07-13
3846,2015-07-14
3847,2015-07-15
3848,2015-07-16
3849,2015-07-17
3850,2015-07-20
3851,2015-07-21
3852,2015-07-22
3853,2015-07-23
3854,2015-07-24
3855,2015-07-27
3856,2015-07-28
3857,2015-07-29
3858,2015-07-30
3859,2015-07-31
3860,2015-08-03
3861,2015-08-04
3862,2015-08-05
3863,2015-08-06
3864,2015-08-07
3865,2015-08-10
3866,2015-08-11
3867,2015-08-12
3868,2015-08-13
3869,2015-08-14
3870,2015-08-17
3871,2015-08-18
3872,2015-08-19
3873,2015-08-20
3874,2015-08-21
3875,2015-08-24
3876,2015-08-25
3877,2015-08-26
3878,2015-08-27
3879,2015-08-28
3880,2015-08-31
3881,2015-09-01
3882,2015-09-02
3883,2015-09-03
3884,2015-09-04
3885,2015-09-08
3886,2015-09-09
3887,2015-09-10
3888,2015-09-11
3889,2015-09-14
3890,2015-09-15
3891,2015-09-16
3892,2015-09-17
3893,2015-09-18
3894,2015-09-21
3895,2015-09-22
3896,2015-09-23
3897,2015-09-24
3898,2015-09-25
3899,2015-09-28
3900,2015-09-29
3901,2015-09-30
3902,2015-10-01
3903,2015-10-02
3904,2015-10-05
3905,2015-10-06
3906,2015-10-07
3907,2015-10-08
3908,2015-10-09
3909,2015-10-13
3910,2015-10-14
3911,2015-10-15
3912,2015-10-16
3913,2015-10-19
3914,2015-10-20
3915,2015-10-21
3916,2015-10-22
3917,2015-10-23
3918,2015-10-26
3919,2015-10-27
3920,2015-10-28
3921,2015-10-29
3922,2015-10-30
3923,2015-11-03
3924,2015-11-04
3925,2015-11-05
3926,2015-11-06
3927,2015-11-09
3928,2015-11-10
3929,2015-11-11
3930,2015-11-12
3931,2015-11-13
3932,2015-11-16
3933,2015-11-17
3934,2015-11-18
3935,2015-11-19
3936,2015-11-23
3937,2015-11-24
3938,2015-11-25
3939,2015-11-26
3940,2015-11-27
3941,2015-11-30
3942,2015-12-01
3943,2015-12-02
3944,2015-12-03
3945,2015-12-04
3946,2015-12-07
3947,2015-12-08
3948,2015-12-09
3949,2015-12-10
3950,2015-12-11
3951,2015-12-14
3952,2015-12-15
3953,2015-12-16
3954,2015-12-17
3955,2015-12-18
3956,2015-12-21
3957,2015-12-22
3958,2015-12-23
3959,2015-12-28
3960,2015-12-29
3961,2015-12-30
3962,2016-01-04
3963,2016-01-05
3964,2016-01-06
3965,2016-01-07
3966,2016-01-08
3967,2016-01-11
3968,2016-01-12
3969,2016-01-13
3970,2016-01-14
3971,2016-01-15
3972,2016-01-18
3973,2016-01-19
3974,2016-01-20
3975,2016-01-21
3976,2016-01-22
3977,2016-01-26
3978,2016-01-27
3979,2016-01-28
3980,2016-01-29
3981,2016-02-01
3982,2016-02-02
3983,2016-02-03
3984,2016-02-04
3985,2016-02-05
3986,2016-02-10
3987,2016-02-11
3988,2016-02-12
3989,2016-02-15
3990,2016-02-16
3991,2016-02-17
3992,2016-02-18
3993,2016-02-19
3994,2016-02-22
3995,2016-02-23
3996,2016-02-24
3997,2016-02-25
3998,2016-02-26
3999,2016-02-29
4000,2016-03-01
4001,2016-03-02
4002,2016-03-03
4003,2016-03-04
4004,2016-03-07
4005,2016-03-08
4006,2016-03-09
4007,2016-03-10
4008,2016-03-11
4009,2016-03-14
4010,2016-03-15
4011,2016-03-16
4012,2016-03-17
4013,2016-03-18
4014,2016-03-21
4015,2016-03-22
4016,2016-03-23
4017,2016-03-24
4018,2016-03-28
4019,2016-03-29
4020,2016-03-30
4021,2016-03-31
4022,2016-04-01
4023,2016-04-04
4024,2016-04-05
4025,2016-04-06
4026,2016-04-07
4027,2016-04-08
4028,2016-04-11
4029,2016-04-12
4030,2016-04-13
4031,2016-04-14
4032,2016-04-15
4033,2016-04-18
4034,2016-04-19
4035,2016-04-20
4036,2016-04-22
4037,2016-04-25
4038,2016-04-26
4039,2016-04-27
4040,2016-04-28
4041,2016-04-29
4042,2016-05-02
4043,2016-05-03
4044,2016-05-04
4045,2016-05-05
4046,2016-05-06
4047,2016-05-09
4048,2016-05-10
4049,2016-05-11
4050,2016-05-12
4051,2016-05-13
4052,2016-05-16
4053,2016-05-17
4054,2016-05-18
4055,2016-05-19
4056,2016-05-20
4057,2016-05-23
4058,2016-05-24
4059,2016-05-25
4060,2016-05-27
4061,2016-05-30
4062,2016-05-31
4063,2016-06-01
4064,2016-06-02
4065,2016-06-03
4066,2016-06-06
4067,2016-06-07
4068,2016-06-08
4069,2016-06-09
4070,2016-06-10
4071,2016-06-13
4072,2016-06-14
4073,2016-06-15
4074,2016-06-16
4075,2016-06-17
4076,2016-06-20
4077,2016-06-21
4078,2016-06-22
4079,2016-06-23
4080,2016-06-24
4081,2016-06-27
4082,2016-06-28
4083,2016-06-29
4084,2016-06-30
4085,2016-07-01
4086,2016-07-04
4087,2016-07-05
4088,2016-07-06
4089,2016-07-07
4090,2016-07-08
4091,2016-07-11
4092,2016-07-12
4093,2016-07-13
4094,2016-07-14
4095,2016-07-15
4096,2016-07-18
4097,2016-07-19
4098,2016-07-20
4099,2016-07-21
4100,2016-07-22
4101,2016-07-25
4102,2016-07-26
4103,2016-07-27
4104,2016-07-28
4105,2016-07-29
4106,2016-08-01
4107,2016-08-02
4108,2016-08-03
4109,2016-08-04
4110,2016-08-05
4111,2016-08-08
4112,2016-08-09
4113,2016-08-10
4114,2016-08-11
4115,2016-08-12
4116,2016-08-15
4117,2016-08-16
4118,2016-08-17
4119,2016-08-18
4120,2016-08-19
4121,2016-08-22
4122,2016-08-23
4123,2016-08-24
4124,2016-08-25
4125,2016-08-26
4126,2016-08-29
4127,2016-08-30
4128,2016-08-31
4129,2016-09-01
4130,2016-09-02
4131,2016-09-05
4132,2016-09-06
4133,2016-09-08
4134,2016-09-09
4135,2016-09-12
4136,2016-09-13
4137,2016-09-14
4138,2016-09-15
4139,2016-09-16
4140,2016-09-19
4141,2016-09-20
4142,2016-09-21
4143,2016-09-22
4144,2016-09-23
4145,2016-09-26
4146,2016-09-27
4147,2016-09-28
4148,2016-09-29
4149,2016-09-30
4150,2016-10-03
4151,2016-10-04
4152,2016-10-05
4153,2016-10-06
4154,2016-10-07
4155,2016-10-10
4156,2016-10-11
4157,2016-10-13
4158,2016-10-14
4159,2016-10-17
4160,2016-10-18
4161,2016-10-19
4162,2016-10-20
4163,2016-10-21
4164,2016-10-24
4165,2016-10-25
4166,2016-10-26
4167,2016-10-27
4168,2016-10-28
4169,2016-10-31
4170,2016-11-01
4171,2016-11-03
4172,2016-11-04
4173,2016-11-07
4174,2016-11-08
4175,2016-11-09
4176,2016-11-10
4177,2016-11-11
4178,2016-11-14
4179,2016-11-16
4180,2016-11-17
4181,2016-11-18
4182,2016-11-21
4183,2016-11-22
4184,2016-11-23
4185,2016-11-24
4186,2016-11-25
4187,2016-11-28
4188,2016-11-29
4189,2016-11-30
4190,2016-12-01
4191,2016-12-02
4192,2016-12-05
4193,2016-12-06
4194,2016-12-07
4195,2016-12-08
4196,2016-12-09
4197,2016-12-12
4198,2016-12-13
4199,2016-12-14
4200,2016-12-15
4201,2016-12-16
4202,2016-12-19
4203,2016-12-20
4204,2016-12-21
4205,2016-12-22
4206,2016-12-23
4207,2016-12-26
4208,2016-12-27
4209,2016-12-28
4210,2016-12-29
4211,2017-01-02
4212,2017-01-03
4213,2017-01-04
4214,2017-01-05
4215,2017-01-06
4216,2017-01-09
4217,2017-01-10
4218,2017-01-11
4219,2017-01-12
4220,2017-01-13
4221,2017-01-16
4222,2017-01-17
4223,2017-01-18
4224,2017-01-19
4225,2017-01-20
4226,2017-01-23
4227,2017-01-24
4228,2017-01-26
4229,2017-01-27
4230,2017-01-30
4231,2017-01-31
4232,2017-02-01
4233,2017-02-02
4234,2017-02-03
4235,2017-02-06
4236,2017-02-07
4237,2017-02-08
4238,2017-02-09
4239,2017-02-10
4240,2017-02-13
4241,2017-02-14
4242,2017-02-15
4243,2017-02-16
4244,2017-02-17
4245,2017-02-20
4246,2017-02-21
4247,2017-02-22
4248,2017-02-23
4249,2017-02-24
4250,2017-03-01
4251,2017-03-02
4252,2017-03-03
4253,2017-03-06
4254,2017-03-07
4255,2017-03-08
4256,2017-03-09
4257,2017-03-10
4258,2017-03-13
4259,2017-03-14
4260,2017-03-15
4261,2017-03-16
4262,2017-03-17
4263,2017-03-20
4264,2017-03-21
4265,2017-03-22
4266,2017-03-23
4267,2017-03-24
4268,2017-03-27
4269,2017-03-28
4270,2017-03-29
4271,2017-03-30
4272,2017-03-31
4273,2017-04-03
4274,2017-04-04
4275,2017-04-05
4276,2017-04-06
4277,2017-04-07
4278,2017-04-10
4279,2017-04-11
4280,2017-04-12
4281,2017-04-13
4282,2017-04-17
4283,2017-04-18
4284,2017-04-19
4285,2017-04-20
4286,2017-04-24
4287,2017-04-25
4288,2017-04-26
4289,2017-04-27
4290,2017-04-28
4291,2017-05-02
